address,name,online_order,book_table,rate,votes,location,rest_type,dish_liked,cuisines,approx_cost(for two people),listed_in(type),listed_in(city),is_successful
"2nd Floor, Forum Mall, Hosur Road, Koramangala 7th Block, Bangalore",Kalmane Koffees,No,No,4.1,367,Koramangala 7th Block,Cafe,"Filter Coffee, Brownie Chocolate, Hot Chocolate, Hot Coffee, Chips, Cafe Mocha, Walnut Brownie",Cafe,350.0,Cafes,BTM,1
"51, Kaikondrahalli Village, Sarjapur Road, Bangalore",Dosa Time,Yes,No,3.8,109,Sarjapur Road,Takeaway,"Pizza Dosa, Pav Bhaji Dosa, Cheese Masala Dosa",South Indian,200.0,Delivery,HSR,1
"Ground Floor, RMZ Eco World, Bellandur, Bangalore",Starbucks,No,No,3.9,39,Bellandur,Cafe,,"Cafe, Desserts",700.0,Dine-out,Sarjapur Road,0
"L 10, Opposite NAL Quarters Gate, Jeevan Bhima Nagar, Bangalore",Roti Shotti,Yes,No,3.8,62,Jeevan Bhima Nagar,Quick Bites,Dal Fry,North Indian,400.0,Delivery,Old Airport Road,1
"2nd Floor, Plot V3, 5th Main Road, Phase 1, Electronic City, Bangalore",The Chameleon,No,No,4.1,163,Electronic City,Bar,"Mutton Biryani, Stuffed Mushroom, Onion Pakoda, French Fries, Paneer Pakora, Afghani Kebab",Finger Food,1200.0,Dine-out,Electronic City,1
"21, Prestige Copper Arch, Next to Safina Plaza, Infantry Road, Bangalore",Cafe Imroze,Yes,No,3.6,96,Infantry Road,"Cafe, Casual Dining","Pasta, Burgers, Fries, Bbq Chicken Pizza, Peri Peri Chicken Pizza, Bbq Burger, Nachos","Cafe, Burger, Italian, Fast Food",650.0,Dine-out,Lavelle Road,0
"33, 26th Main, 36th Cross, 4th T Block, Jayanagar, Bangalore",Eshanya,Yes,Yes,4.1,1077,Jayanagar,Casual Dining,"Spring Roll, Vanilla Ice Cream, Veg Thali, Biryani, Thandai, Roti, Tikka","North Indian, Chinese",1000.0,Delivery,Basavanagudi,1
"949, 3rd Floor, 12th Main, Off 100 Feet Road, Indiranagar, Bangalore",The Humming Tree,No,No,4.0,2432,Indiranagar,Lounge,"Sangria, Chicken Salad, Sandwiches, Cocktails, Pizza, Gnocchi, Chicken Satay","Fast Food, European",2000.0,Delivery,Old Airport Road,1
"2/2, Pattalamma Gudi Street, Armugam Circle, Near South End Circle, Basavanagudi, Bangalore",Cafe Mondo,Yes,No,3.7,513,Basavanagudi,Cafe,"Pizza, Pasta Alfredo, Brownie, Garlic Bread, Sandwiches, Lemon Mojito, Mocha Fudge","Cafe, Italian, Beverages",600.0,Dine-out,Jayanagar,0
"62, 80 Feet Road, Near MS Ramaiah Hospital, Opposite To Apple Store, Devasandra Village, RMV 2nd Stage, New BEL Road, Bangalore",The Light House Restaurant,Yes,No,4.2,53,New BEL Road,Casual Dining,"Neer Dosa, Biryani, Chinese Bhel, Dal Makhani, Fish","North Indian, Chinese, Seafood",500.0,Dine-out,New BEL Road,1
"372, Swagath Main Road, Thilaknagar, Jayanagar, Bangalore",Fahad Hotel,No,No,3.7,4,Jayanagar,Quick Bites,,Fast Food,200.0,Dine-out,Jayanagar,0
"2nd Floor, UB City Mall, Vittal Mallya Road, Lavelle Road, Bangalore",Shiro,Yes,Yes,4.4,2241,Lavelle Road,"Fine Dining, Lounge","Sushi, Dumplings, Sea Food, Chocolate Volcano, Lamb, Sunday Brunch, Chicken Yakitori","Japanese, Asian",3000.0,Delivery,MG Road,1
"17th Cross Road, Malleshwaram, Bangalore",Frozen Coast,No,No,3.9,107,Malleshwaram,Dessert Parlor,"Cheese Balls, French Fries, Sandwich, Oreo Ice Cream","Desserts, Ice Cream",250.0,Desserts,Malleshwaram,1
"24, 30th Cross, Tilak Nagar Main Road, Jayanagar 4th Block, Jayanagar, Bangalore",Crystal Grandeur,Yes,No,3.7,0,Jayanagar,Casual Dining,,"North Indian, Chinese, Continental",600.0,Delivery,Koramangala 6th Block,0
"K8, LG Floor, Vega City Mall, 172/1, Srinivas Industrial Estate, Bannerghatta Road, Bangalore",Mad Over Donuts,Yes,No,3.7,0,Bannerghatta Road,Dessert Parlor,,"Bakery, Desserts, Beverages",450.0,Desserts,JP Nagar,0
"Yemalur, Marathahalli, Bangalore",Feel@Home,Yes,No,3.6,42,Marathahalli,"Takeaway, Delivery",Thali,"North Indian, Chinese",300.0,Delivery,Bellandur,0
"ITC Gardenia, 1, Residency Road, Bangalore",Lotus Pavilion - ITC Gardenia,No,Yes,4.2,178,Richmond Road,Fine Dining,"Salad, Lamb Chops, Beer, Tea, Cappuccino",Continental,3000.0,Dine-out,Lavelle Road,1
"Hope Farm Junction, Next to Corporation Bank, Whitefield, Bangalore",Shanmukha,Yes,No,3.9,770,Whitefield,Casual Dining,"Noodles, Chicken Dum Biryani, Boneless Biryani, Vegetable Biryani, Lassi, Dal Tadka, Tandoori Chicken","Biryani, Andhra, North Indian, Chinese",800.0,Dine-out,Whitefield,1
"13, Opposite Auchan Hyper Market, Bannerghatta Road, Bangalore",Chicken County Grand,Yes,No,3.9,324,Bannerghatta Road,Casual Dining,"Chicken Grill, Fish, Shawarma, Rolls, Tandoori Chicken, Biryani, Hyderabadi Chicken","North Indian, Chinese",650.0,Delivery,Koramangala 5th Block,1
"152, Ground Floor, 1st Main Road, Koramangala 7th Block, Bengaluru",Dipd N Chocolate,Yes,No,3.7,0,Koramangala 7th Block,Cafe,,"Cafe, Desserts",300.0,Delivery,Koramangala 7th Block,0
"212, Aicobo Nagar, 1st Stage, BTM Layout, BTM, Bangalore",Venessa,No,No,3.7,0,BTM,Casual Dining,,"North Indian, South Indian, Asian, Continental",1200.0,Dine-out,BTM,0
"78/1, M.M Road, Frazer Town, Bangalore",Pista House,No,No,4.0,334,Frazer Town,Casual Dining,"Tandoori Chicken, Mutton Biryani, Sea Food, Hyderabadi Style Biryani, Chicken Biryani, Mutton Haleem, Fish","North Indian, Biryani",400.0,Dine-out,Frazer Town,1
"2, 17th Main, 1st Stage, BTM, Bangalore",Biggies Burger 'n' More,No,No,3.8,209,BTM,"Cafe, Quick Bites","Burgers, Fries, Hot Dog, Chicken Hotdog, Cuban Mojito, Cheese Burger, Grilled Burger","Cafe, Burger, Fast Food",400.0,Delivery,Koramangala 5th Block,1
"346, A, B Block, AECS Layout, Brookefield, Bangalore",Momo Mania,Yes,No,3.8,26,Brookefield,Quick Bites,,"Momos, Fast Food",300.0,Dine-out,Marathahalli,0
"15, Near Christ College, 7th Cross, S.G Palya Main Road, BTM, Bangalore",Sreeraj Lassi Bar,Yes,No,4.0,87,BTM,Beverage Shop,"Faluda, Fruit Salad, Fruit Lassi",Beverages,200.0,Desserts,Koramangala 4th Block,1
Koramangala,SNACKOMATE,Yes,No,3.7,0,Koramangala 5th Block,Quick Bites,,Fast Food,300.0,Delivery,Koramangala 4th Block,0
"138, 6th C Main Road, 4th Block, Jayanagar, Bangalore",Cafe Terra,Yes,No,3.7,0,Jayanagar,Cafe,,"Cafe, Continental",700.0,Delivery,Jayanagar,0
"1462, 38th Cross Road, 4th T Block East, Pattabhirama Nagar, Jayanagar, Bengaluru",Quench The Juice Lounge,Yes,No,3.6,18,Jayanagar,Beverage Shop,,"Beverages, Juices, Ice Cream",150.0,Delivery,BTM,0
"Lower Ground Floor, Phoenix Market City, Mahadevpura, Whitefield, Bangalore",Barley & Grapes Cafe,No,No,4.2,843,Whitefield,Cafe,"Beer, Burgers, Pizza, Pasta, Mocktails, Salads, Sangria","Cafe, Italian, Continental",1000.0,Dine-out,Whitefield,1
"60, Shubham Enclave, 7th Main, Ambalipura, Harlur Road, HSR, Bengaluru",Dosa Mania,No,No,3.7,0,HSR,Quick Bites,,"South Indian, Fast Food",200.0,Dine-out,HSR,0
"62, MS Ramaiah Hospital, New BEL Road, Bangalore",Rotti Mane,Yes,No,3.7,0,New BEL Road,Quick Bites,,South Indian,200.0,Dine-out,New BEL Road,0
"44/1, Residency Road, Bangalore",Art of Delight,No,No,4.4,1916,Residency Road,Dessert Parlor,"Waffles, Chocolate Sundae, Mango Ice Cream, Nutella Cheesecake, Salsa, Banana Split, Hot Chocolate Fudge","Ice Cream, Desserts, Beverages",400.0,Delivery,Residency Road,1
"Shop 5, Site 59/4, Velankani Drive , Doddathagur Begur Hobli, Electronic City, Bangalore",Wangs Kitchen,Yes,No,2.5,55,Electronic City,"Takeaway, Delivery",,Chinese,1000.0,Delivery,Electronic City,0
"356, 1st B Main, Koramangala 7th Block, Bangalore",Yummy Biryani,Yes,No,3.8,41,Koramangala 7th Block,Quick Bites,"Biryani, Paratha, Chicken Masala, Kerala Parotta",Biryani,200.0,Delivery,Koramangala 7th Block,0
"104, 1st Cross, 20th Main Road, Maruthi Nagar Main Road, BTM, Bangalore",Smoothie Hub,Yes,No,3.1,4,BTM,Beverage Shop,,"Beverages, Sandwich",100.0,Delivery,Koramangala 4th Block,0
"1204, 2nd Main, Tavarekere Extension, Maruthi Nagar, BTM, Bangalore",Homely Curries & Pickles,Yes,No,3.4,50,BTM,Quick Bites,,"Biryani, Andhra",300.0,Delivery,Koramangala 5th Block,0
"Eat Street, 11, ATNT Complex, 80 Feet Main Road, Opposite Indian Oil Petrol Pump, Venkappa Garden, Koramangala 6th Block, Bangalore",Cashmere Nites,Yes,No,3.5,74,Koramangala 6th Block,Casual Dining,"Firni, Roganjosh, Phirni, Tabakh Maaz, Wings",Kashmiri,600.0,Delivery,BTM,0
"356, 1st B Main, Koramangala 7th Block, Bangalore",Yummy Biryani,Yes,No,3.8,41,Koramangala 7th Block,Quick Bites,"Biryani, Paratha, Chicken Masala, Kerala Parotta",Biryani,200.0,Delivery,Jayanagar,0
"406, Dr Rajkumar Road, 6th Block, Rajajinagar, Bangalore",Kabab Palace,Yes,No,3.8,74,Rajajinagar,Quick Bites,"French Chicken, Roti, Biryani","North Indian, Chinese, Kebab",350.0,Delivery,Rajajinagar,1
"1821, Garden Layout, Sector 2, 24th Main Road, HSR, Bangalore",Public Cafe,No,No,3.7,0,HSR,Delivery,,Continental,700.0,Delivery,Koramangala 4th Block,0
"4, 12th Cross, Kadarenahalli, 2nd Stage, Banashankari, Bangalore",Hyderabad Express,Yes,No,3.7,0,Banashankari,Quick Bites,,"Hyderabadi, Biryani, South Indian, Andhra, Beverages",300.0,Delivery,Basavanagudi,0
"170, Sector 7, 9th Main Road, HSR, Bangalore",Howlin Wolf,Yes,No,4.1,93,HSR,Casual Dining,"Chicken Steak, Burgers, Pizza, Salad, Fries, Garlic Bread, Chicken Nuggets","Italian, Mediterranean, European, Sandwich",700.0,Dine-out,HSR,1
"Shop #37, 1st Main, Koramangala 1st Block, Bangalore",House Of Wholewheat,Yes,No,3.1,6,Koramangala 1st Block,Bakery,,"Bakery, Desserts",200.0,Desserts,Koramangala 4th Block,0
"1, Lal Bagh Main Rd, Srinivas Colony, Sudhama Nagar, Shanti Nagar, Bangalore",Sri Jayalakshmi Bakery,No,No,3.3,5,Shanti Nagar,Bakery,,"Bakery, Beverages",250.0,Desserts,Residency Road,0
"House 40, Anniyappa Garden, New Thippasandra, 09th Cross, HAL 03rd Stage, Thippasandra, Bangalore",Pizza Theatre,No,No,3.7,0,Thippasandra,Quick Bites,,"Pizza, Fast Food",400.0,Delivery,Old Airport Road,0
"82/4B, Next To Wipro Corporate Office, Sarjapur Road, Bangalore",The Hidden Home,Yes,Yes,4.3,994,Sarjapur Road,Casual Dining,"Brownie Chocolate, Manchow Soup, Jalebi, Rabri, Mocktails, Beer, Tandoori Chicken","Asian, Chinese, Continental, North Indian, South Indian",1300.0,Delivery,Bellandur,1
"725, 1st Floor, 24th Main, 17th Cross, JP Nagar, Bangalore",Thayee Touch,No,No,3.6,30,JP Nagar,Casual Dining,,"North Indian, Chinese, South Indian",450.0,Delivery,JP Nagar,0
"90/1B, Ram Arcade, Opposite Multiplex, Outer Ring Road, Marathahalli, Bangalore",Nanda's,Yes,No,3.7,198,Marathahalli,Casual Dining,"Chicken Guntur, Andhra Meal, Hyderabadi Chicken Biryani, Butter Naan, Andhra Thali","Andhra, North Indian, Chinese, Seafood, Biryani",650.0,Dine-out,Marathahalli,0
"10, Fifth A Block, 17th B Main, Koramangala 5th Block, Bangalore",Market Table,No,Yes,4.5,553,Koramangala 5th Block,Cafe,"Salads, Healthy Breakfast, Quinoa Salad, Frittata, Pancakes, Smoothie Chocolate, Wheat Roll","Cafe, Continental, Mediterranean, Beverages",900.0,Dine-out,Koramangala 6th Block,1
"5, Hunger Hub Concourse Building, ITPB Main Road, ITPL Whitefield, Bengaluru",Shyam's Lunch Box,Yes,No,3.2,9,Whitefield,Quick Bites,,"Biryani, South Indian, Chinese, North Indian",300.0,Dine-out,Whitefield,0
"Kodihalli, Next to Diamond District Corporate Gate, Old Airport Road, Bangalore",Brown Crust Cafe,No,No,3.2,19,Old Airport Road,Cafe,,"Cafe, Italian, Desserts",300.0,Dine-out,Old Airport Road,0
"413, 100 Feet Road, Koramangala 4th Block, Bangalore",Myu Bar at Gilly's Redefined,No,Yes,4.5,1231,Koramangala 4th Block,"Microbrewery, Bar","Mai Thai, Sangria, Pizza, Cocktails, Biryani, Beer, Chicken Nachos","American, North Indian, Pizza, Finger Food, Continental, Italian",1200.0,Drinks & nightlife,Koramangala 4th Block,1
"Lal Bagh Main Road, Sampangi Rama Nagar, Near Shanti Nagar, Bangalore",Bread and Circus,No,No,3.7,50,Shanti Nagar,Cafe,,"Cafe, Fast Food, Pizza, Burger",550.0,Delivery,Residency Road,0
"Shop 1, 1st Floor, BTM Complex, 9th Main Road, Layout 1st Stage, BTM, Bangalore",Basmati Delights,Yes,No,4.0,869,BTM,Delivery,"Tandoori Chicken, Mutton Biryani, Andhra Biryani, Raita, Hyderabadi Dum Biryani, Chicken Boneless Biryani, Vegetable Biryani","Biryani, Chinese, Mughlai, Fast Food, Kebab",500.0,Delivery,BTM,1
"61, 1st Main Road, Koramangala 7th Block, Bangalore",Smokey Tribe Restaurant,Yes,No,3.8,264,Koramangala 7th Block,Casual Dining,"Beer, Mashed Potato, Pork Thali, Pork Curry, Smoked Pork, Veg Thali","North Eastern, Chinese",650.0,Delivery,BTM,1
"197/A, Double Road, 2nd Stage, Opposite HDFC Bank, Indiranagar, Bangalore",Thai Chy,Yes,Yes,4.3,375,Indiranagar,Casual Dining,"Noodles, Watermelon Mint Mojito, Rendang Curry, Chicken Dim Sum, Laksa, Dimsum Platter, Spinach Corn Cheese","Thai, Asian, Indonesian",1200.0,Delivery,Brigade Road,1
"610, 60 Feet Main Road, C-Block, AECS Layout, Near Andhra Bank, Brookefield, Bangalore",Apoorva Multi Cuisine Restaurant,Yes,No,3.9,236,Brookefield,Casual Dining,"Palak Paneer, Chicken Boneless Biryani, Tandoori Chicken, Butter Naan, Buttermilk, Dal Fry, Roti","North Indian, South Indian, Chinese, Andhra, Biryani",750.0,Dine-out,Marathahalli,1
"Shop 213, Grace Point, Opposite Bosch Back Gate, 1st Main Road, Koramangala 7th Block, Bangalore",Laziz Pizza,Yes,No,3.8,41,Koramangala 7th Block,Quick Bites,"Pizza, Peri Peri Fries, Veg Paprika","Fast Food, Burger, Pizza",400.0,Dine-out,BTM,0
"846, Double Road, 1st stage, Indiranagar, Bangalore",Cafe Terra,Yes,No,4.2,391,Indiranagar,Cafe,"English Breakfast, Waffles, Chicken Lasagne, Pasta, Watermelon Juice, Momos, Thukpa","Cafe, Continental, Fast Food",500.0,Delivery,Brigade Road,1
"Shop 35/1, Opposite Village Supermarket, Marathahalli, Bangalore",Sweet Chariot,No,No,2.8,34,Marathahalli,"Bakery, Dessert Parlor",,"Bakery, Fast Food",500.0,Delivery,Brookefield,0
"DNG Sports Arena, 417/1 & 417/2, Next To Canara Bank, 100 Ft. Ring Road, Koramangala 4th Block, Bangalore",Creamiester Ice Creams,No,No,3.7,0,Koramangala 4th Block,"Dessert Parlor, Beverage Shop",,"Desserts, Ice Cream, Beverages",300.0,Delivery,Koramangala 6th Block,0
"26, Varthur Hobli, Near HP Petrol Bunk, Harlur Road, Sarjapur Road, Bangalore",OPUS Club,No,Yes,4.4,1558,Sarjapur Road,Pub,"Biryani, Cocktails, Nachos, Mocktails, Long Island Iced Tea, Pasta, Paneer Tikka","Continental, Italian, North Indian, Mexican",1900.0,Drinks & nightlife,Sarjapur Road,1
"Edwards Road, Near Indian Express Circle, Queens Road Cross, Cunningham Road, Bangalore",Queens Food Corner,No,No,3.1,11,Cunningham Road,Quick Bites,,"Kerala, South Indian",200.0,Dine-out,Church Street,0
"37, SBI colony, 80 Feet Road, Above AlwaysDry, Next To SBI, Koramangala 3rd Block, Bangalore",Magnolia,Yes,Yes,4.1,678,Koramangala 3rd Block,Casual Dining,"Noodles, Pinacolada, Mocktails, Salad, Thai Green Curry, Spicy Crabmeat Soup, Clear Soup","Chinese, Thai, Asian",900.0,Dine-out,Koramangala 7th Block,1
"Lahari Heights, Doddathogur Green House Layout, Near Narasimhaswamy Temple, Phase 1, Electronic City, Bangalore",Burmans Home Food,No,No,3.7,0,Electronic City,Quick Bites,,North Indian,300.0,Dine-out,Electronic City,0
"172/1, GF K 03, Kiosk Unit, Vega City Mall, Srinivas Industrial Estate, Bilekahalli, Bannerghatta Road, Bangalore",Smoor,Yes,No,3.6,18,Bannerghatta Road,Dessert Parlor,,"Desserts, Cafe, Beverages",900.0,Delivery,Bannerghatta Road,0
"48, St Johns Road, Frazer Town, Bangalore",Fahad Kabab Centre,Yes,No,3.7,0,Frazer Town,Quick Bites,,"Kebab, Chinese, Biryani",150.0,Delivery,Church Street,0
"Unity Building, J.C. Road, Near Corporation, City Market, Bangalore",Kamat Restaurant,Yes,No,3.6,31,City Market,Casual Dining,,"South Indian, North Indian, Chinese, Desserts, Juices",400.0,Dine-out,Residency Road,0
"17, Opposite Fatima Bakery, Richmond Road, Bangalore Richmond Road",Kabab Magic,Yes,No,3.8,77,Richmond Road,Quick Bites,,"North Indian, Kebab, Fast Food",500.0,Dine-out,Residency Road,1
"900, 1st, Floor, Eat Street, 80 Feet Road, Koramangala 6th Block, Bangalore",Entropy Cafe,Yes,No,4.1,505,Koramangala 6th Block,Cafe,"Nachos, Biryani, Chaat, Pancakes, Pizza, Pasta, Burgers","Cafe, Chinese, Pizza, North Indian, Burger",600.0,Delivery,Koramangala 5th Block,1
"281/1, Narayalpillai Street, Commercial Street, Bangalore",Grahaira,No,No,3.7,0,Commercial Street,Quick Bites,,North Indian,300.0,Dine-out,MG Road,0
"1259, 10th Cross, Anantha Nagar 2nd Phase, Electronic City, Bangalore",Food 4 U,No,No,3.6,34,Electronic City,Quick Bites,,North Indian,400.0,Dine-out,Electronic City,0
"Circular Street, A.T Halli, Shanti Nagar, Bengaluru",Let's Eat Desi Chinese,No,No,3.7,0,Shanti Nagar,Quick Bites,,Chinese,300.0,Dine-out,Brigade Road,0
"Level 5, 1 MG Mall, Swami Vivekananda Road, Trinity Circle, MG Road, Bangalore",CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ© Felix,Yes,Yes,4.4,726,MG Road,"Casual Dining, Cafe","Burgers, Sandwiches, Peanut Butter Smoothie, Margherita Pizza, Ravioli, Cocktails, Salad","American, Cafe, Continental",1700.0,Dine-out,Residency Road,1
"13-A, 32nd Cross, 7th Block, Jayanagar, Bangalore",Rustic Treats,No,No,3.3,4,Jayanagar,"Quick Bites, Cafe",,"Street Food, Cafe",400.0,Cafes,Jayanagar,0
"Kiosk 5, Third Floor, Food Court, Garuda Mall, Magrath Road, Ashok Nagar, Brigade Road, Bangalore",XO Belgian Waffle,Yes,No,4.5,221,Brigade Road,Food Court,"Belgian Waffles, Bubble Gum Shake, Hot Chocolate, Salted Caramel, Nutella Waffle","Desserts, Beverages",450.0,Desserts,Lavelle Road,1
"633/B555, Panduranga Nagar, Near Arekere Gate, Bannerghatta Road, Bangalore",Hyderabadi Bawarchi,Yes,No,3.2,136,Bannerghatta Road,Casual Dining,"Raita, Vegetable Biryani, Hyderabadi Biryani, Chicken Curry, Chicken Biryani","North Indian, Chinese, Biryani",500.0,Dine-out,JP Nagar,0
"Opposite Airtel Showroom, 2A Cross, East of NGEF, 2nd Main Road, Kasturi Nagar Banaswadi, Banaswadi, Bangalore",Victoria Terminus,Yes,No,2.9,54,Banaswadi,Quick Bites,"Vada Pav, Kulfi, Mumbai Sandwich, Rolls, Keema Roll","Fast Food, Maharashtrian, Rolls",250.0,Delivery,Kammanahalli,0
"First Floor, 308 AVR Base, 5th B Cross Road, 3rd Block, HRBR Layout, Kalyan Nagar, Bangalore",Purnabramha Maharashtrian Restaurant,Yes,Yes,3.3,30,Kalyan Nagar,Casual Dining,,Maharashtrian,850.0,Dine-out,Kammanahalli,0
"71/1, Doddakannalli Village, Near RMZ Ecospace, Bellandur, Bangalore",Vishal Foods,Yes,No,3.7,0,Bellandur,Quick Bites,,Fast Food,300.0,Dine-out,Bellandur,0
"14, 29th Main, 100 Feet Road, 1st Stage, BTM, Bangalore",Sri Vishnu Park,Yes,No,3.8,99,BTM,Casual Dining,Masala Dosa,"South Indian, North Indian, Chinese",350.0,Delivery,BTM,1
"17/1, RJR Building, Bellandur Gate, Ambalipura, Sarjapur Road, Bangalore",Daniyal's,Yes,No,3.6,8,Sarjapur Road,"Takeaway, Delivery",,"North Indian, Biryani, Mughlai, Kebab",800.0,Delivery,Sarjapur Road,0
"294, 6th Cross, HAL 2nd Stage, Near E-Zone, Off 100 Feet Road, Indiranagar, Bangalore",Breadworks,Yes,No,2.9,48,Indiranagar,"Bakery, Cafe","Sandwich, Coffee, Sandwiches, Brownie, Pizza","Bakery, Cafe",500.0,Desserts,Old Airport Road,0
"26, 5th Cross, Ayesha Tower, Someshwara Nagar Main Road, 1st Block, Jayanagar, Bangalore",Priya Restaurant,No,No,3.7,0,Jayanagar,Quick Bites,,"South Indian, North Indian",250.0,Dine-out,Basavanagudi,0
"60, Near Sandhya Theatre, Madiwala, BTM, Bengaluru",RK Fast Food,No,No,3.7,0,BTM,Quick Bites,,"South Indian, Chinese",300.0,Delivery,Koramangala 6th Block,0
"House 70, 13th cross, Venkatapura, Teachers Colony, Koramangala 1st Block, Bangalore",Delhi Home Food,No,No,3.3,5,Koramangala 1st Block,Quick Bites,,"North Indian, South Indian",200.0,Dine-out,Koramangala 6th Block,0
"806, 27th Main, Opposite SBI Bank, HSR, Bangalore",Tempteys,Yes,No,3.7,40,HSR,"Beverage Shop, Dessert Parlor",,Beverages,300.0,Delivery,Sarjapur Road,0
"24th Main, 2nd Cross, 2nd Phase, JP Nagar, Bangalore",Pancuzzi,Yes,No,4.2,171,JP Nagar,Cafe,"Waffles, Burgers, Masala Fries, Crunchy Veg Burger, Tiramisu, Chocolate Pancakes, Oreo Shake","Cafe, Beverages, Desserts",600.0,Desserts,Jayanagar,1
"Ground Floor, Sky Walk Building, Assaye Road, Ulsoor, Bangalore",NH7 Refuel,Yes,No,3.5,18,Ulsoor,Quick Bites,,"North Indian, Chinese, Biryani",400.0,Delivery,MG Road,0
"Solitaire, 62, 2nd Floor, 1st A Main, Koramangala 7th Block, Bangalore",Zingron,Yes,No,4.0,515,Koramangala 7th Block,Casual Dining,"Pork Ribs, Smoked Pork, Beef Pickle, Pork Meat, Wine, Pork Momo, Chilli Chicken","Chinese, Naga",750.0,Delivery,Koramangala 5th Block,1
"54, 5th A Cross, Canara Bank Road, 6th Block, Koramangala 6th Block, Bangalore",Oye Amritsar,Yes,Yes,4.0,1871,Koramangala 6th Block,Casual Dining,"Lassi, Raita, Dal Makhani, Jalebi Rabri, Chaach, Hara Bhara Kabab, Lime Soda",North Indian,600.0,Delivery,Koramangala 6th Block,1
"G1 Smart Avenue, 28, Residency Road, Bangalore",WAFL CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ©,Yes,No,4.0,85,Residency Road,"Dessert Parlor, Quick Bites","Waffles, Pie, Corn Dog","Cafe, Fast Food, Desserts, Beverages",400.0,Delivery,Brigade Road,1
"Shop 217, 2 main road, Kadubeesanahalli Croma, Back Side Road Near Kumbeshwara Temple Marathahalli, Bangalore",Spicy Punjabi Pharatha,Yes,No,3.0,29,Marathahalli,Quick Bites,,"North Indian, Chinese, Biryani",400.0,Dine-out,Marathahalli,0
"Royal Meenakshi Mall, Third Floor, Unit T001B & T007, Opposite Meenakshi Temple, Hulimavu, Bannerghatta Road, Bangalore",Burger King,Yes,No,3.8,472,Bannerghatta Road,Quick Bites,"Burgers, Whopper Meal, Crispy Chicken, French Fries, Grilled Wings","Burger, Fast Food, Beverages",600.0,Delivery,Bannerghatta Road,1
"29, Castle Street, Ashok Nagar, Bridge Road, Brigade Road, Bangalore",Sandhya Veg,Yes,No,3.6,60,Brigade Road,Quick Bites,,"South Indian, Chinese",150.0,Delivery,Residency Road,0
"13, KH Road, Shanti Nagar, Bangalore",Nagashree's,No,No,2.9,46,Shanti Nagar,Casual Dining,"Biryani, Mutton Chops","South Indian, North Indian, Fast Food",550.0,Dine-out,Brigade Road,0
